,price,returns,volatility,spread,depth,volume,volume_imbalance,mid_price,bid_price_0,ask_price_0,bid_qty_0,ask_qty_0,price_zscore_10,price_zscore_30,volatility_10,volatility_30,volatility_60,momentum_10,momentum_30,cum_bid_qty,cum_ask_qty
2025-04-15 22:07:11.064081,100.30496602946589,0.00034175951928065945,0.0005342445275490595,0.02690484133788419,1717.4357808296938,82.88253529940464,0.4048790325182459,100.30496602946589,90.04391550779542,99.23152570575186,1826.9193562925007,1693.8740385665558,0.5248791724218602,-1.9819889172120622,0.004557959952370276,0.01309016355097151,0.03437476385684453,-1.771009584865363e-05,0.0001660487654386819,8818.147162048137,9808.522106132343
2025-04-15 22:08:11.064081,100.27948736064722,-0.00026283040070793946,0.0005183606463202417,0.024610374214301393,1762.8499772369416,88.08728001914001,-0.13984642002436867,100.27948736064722,97.60772148929603,109.65459684575703,1695.4089706759669,1469.4953580420497,-0.996360113215556,-1.349154959667064,0.004355030393078469,0.018047248863569874,0.03442745988816935,-0.00010064404109611559,0.00013927284071040656,8547.813416659374,6729.32136515813
2025-04-15 22:09:11.064081,100.22873071253564,-0.0005712620198239306,0.0005355605738821455,0.026157158358254093,1516.107822006276,123.58889066343131,-0.07897201590392329,100.22873071253564,99.9437217029497,92.40292184985377,1418.8620724000596,1672.6522314506924,1.4808355233916857,1.3480087412640047,0.004871909055283844,0.017576921436784965,0.030734980049116713,-0.00013658547945797386,0.00011523138523003785,6491.807569011028,8274.38769203921
2025-04-15 22:10:11.064081,100.32222651656785,0.0009561366749566494,0.0005013346068119755,0.023662028980725468,1514.3656612056457,104.42415075799816,0.38190302330364556,100.32222651656785,96.15655372996842,89.21087159252116,1780.6972238361807,1898.1115404176282,2.055778353834056,-0.2823912031011017,0.005024958845077413,0.014738132743929612,0.028400957489596163,-9.145858604448088e-05,0.00016258227853794294,8574.138584845161,9231.94817250326
2025-04-15 22:11:11.064081,100.33096577129143,7.843925468171537e-05,0.0005157025742458427,0.026377653753103063,1519.9346198683977,81.47741129054806,-0.16348745418058944,100.33096577129143,96.84901162899713,96.67737433923256,1801.1953512831092,1402.7350429133637,0.4349170494956676,-0.691214863443285,0.004602058286819991,0.016672173391484742,0.025402527005217914,-8.75948660275886e-05,0.00015365190810921178,8427.829910295988,6791.713388342515
2025-04-15 22:12:11.064081,100.35441954944227,0.0002295419697546537,0.0004829806108418705,0.019265243627451013,1464.944161741241,116.32298070511544,-0.10579187085510657,100.35441954944227,101.70710055849324,103.92939173661313,1852.0713661255263,1448.750112156017,1.6470524192670404,-1.2570291985543187,0.003780015224341333,0.01480958500907875,0.02385486028529264,-5.8458833584325584e-05,0.00014765169915204688,8639.261009942333,7796.561197431936
2025-04-15 22:13:11.064081,100.30300054473636,-0.0005155121519468554,0.0005073066364038928,0.019749332546710935,1660.669970336087,113.11678405179946,-0.028031859141894856,100.30300054473636,105.35446976591804,95.0170655861633,1675.7282679412879,1626.355602426807,-0.5467333898654122,-0.5259375365036489,0.004306984423789817,0.012470634813150017,0.03453635713868803,-0.00013311594510989166,0.000131321089381287,7589.088254498523,7796.713401435222
2025-04-15 22:14:11.064081,100.29575953448801,-7.250668483925585e-05,0.000533238356099263,0.023124417584644032,1666.8331760636297,109.9845378790444,0.15458570787162096,100.29575953448801,95.47911805734394,95.3866073214593,1456.6707077494063,2021.0462236625806,-0.7539918793142424,-1.2725339409586882,0.005388928614996858,0.012401783254621846,0.026030018922173447,-8.281748609982398e-05,0.00011626465852246945,6868.573330584561,8959.162630462206
2025-04-15 22:15:11.064081,100.32138121908714,0.00024612657148668344,0.0004852644147128277,0.021592780079452912,1540.4317303142086,84.22936194842204,0.041704878738231935,100.32138121908714,97.42684795905507,105.10255731093181,1526.1798798723485,1910.8205960381072,0.038974748226033584,2.0339354840821127,0.004807746082651718,0.013361992581053231,0.03321365002595091,1.3334198263521574e-05,0.00012793731058499317,7738.836468336635,9702.758619571714
2025-04-15 22:16:11.064081,100.2837108626003,-0.00038010210179402796,0.00047846391426339285,0.028439600214969,1554.5699054729207,113.65571684339773,-0.2511738353162777,100.2837108626003,96.60368046834287,102.61719140861335,1907.9343655114837,1848.206923663217,0.4785071658393044,-0.022285040037893788,0.003977559262117696,0.0158914847543825,0.03262408789067172,-1.5822809374849652e-05,0.0001031043119009737,9574.025346827957,8848.350542690001
2025-04-15 22:17:11.064081,100.32260580049454,0.0003637538732480558,0.0005024372234755924,0.020669875573339783,1494.1693549948006,101.33289945970397,-0.11157594430782658,100.32260580049454,88.16733626897329,102.22478828859107,1940.6888002804294,1238.0233882710743,-0.38753854864457815,-0.06158384311170843,0.004137268681046182,0.015417233396261974,0.026020841833233062,5.28878604110991e-05,0.00011717554009729632,8640.15999282171,6517.743531348431
2025-04-15 22:18:11.064081,100.31254150239602,-9.557971375409289e-05,0.0004943334449069001,0.029837013442328763,1668.339344790809,111.53573393769022,-0.112680062311182,100.31254150239602,101.00883378249358,104.24683869549787,1646.2958313974862,1763.0505818963,0.5199507634305574,0.5851186002357236,0.004062110195469407,0.018581497519520426,0.031395069548374274,7.2114937070373716e-06,0.00010491942748259478,8473.641516094718,8547.222352219498
2025-04-15 22:19:11.064081,100.31797374000543,5.5901723127222705e-05,0.0005162286930267605,0.02048227394083004,1781.2671550456728,124.6198592989727,-0.0150256064574189,100.31797374000543,104.99471605851552,98.1961956648391,1346.1090230607101,1624.6256070006916,0.3039623160066344,0.9528868062412782,0.004930711768341694,0.014928776080690497,0.03504669949529072,3.925340208011574e-05,0.00010331518452734041,6467.393302291773,7896.918828666608
2025-04-15 22:20:11.064081,100.30785634069103,-9.573165637803014e-05,0.000488668511851324,0.020558464303917164,1635.2827560856433,116.46597812979142,0.09288888216198339,100.30785634069103,105.39578159781269,98.41731565508495,1629.5016288908516,1745.5897828706663,-0.9824882526030267,0.9641214337201482,0.0039047390623485577,0.016627407835452346,0.03078110672889174,7.847666724642903e-05,9.453259243969279e-05,8136.362302044689,8687.67621713014
2025-04-15 22:21:11.064081,100.42081693897654,0.0011564441486969625,0.0005429609903900679,0.027681988938676037,1331.3377529105414,104.10587573644406,0.07971165009422003,100.42081693897654,96.03580042693795,104.50074475158081,1499.9902157015158,1242.5120488374282,0.5594573204748929,1.0591274041652863,0.005222014599159443,0.01408816753649455,0.034125406988308765,9.46007718473491e-05,0.00012836200950327303,7294.845417634508,6284.333798249269
2025-04-15 22:22:11.064081,100.44022340119704,0.00018001884889289724,0.00046775809755097357,0.02653433851377365,1611.8878026546936,93.32638268977956,-0.35100149245022033,100.44022340119704,94.1421889634916,93.69812021145974,1856.2378173669395,1550.7006963784916,0.8197267442767736,-0.6564118914790964,0.004106363920180916,0.014912440089768981,0.025830482666335225,0.00010562860947138222,0.0001295919232933385,10227.92344703276,6789.819243383363
2025-04-15 22:23:11.064081,100.40719308487817,-0.0003578740962648023,0.0005313433696554934,0.02478521422200828,1498.4326634345264,107.18642208404172,0.19985233503409977,100.40719308487817,100.50365677215012,89.66067513086416,1630.6855637280303,1572.1324735324656,0.18159152205291745,-0.3273456939994467,0.004510018732733012,0.01404548655995581,0.029531692498729393,4.944345239594023e-05,0.00010092055364975658,8046.839625927944,7606.534425504625
2025-04-15 22:24:11.064081,100.46856923640041,0.0005876079621958543,0.00048087876929229747,0.024915593773367963,1534.073015991699,106.98800687166565,0.04710806139119281,100.46856923640041,104.6215804162862,98.30400803675498,1344.6514568117057,1532.8408870705325,1.1596845644315716,0.8532708259778962,0.005942012923891862,0.01517649875096269,0.03145892218661252,0.00016168867315475291,8.833848674362134e-05,6933.196658867264,7266.587369617801
2025-04-15 22:25:11.064081,100.42733474286072,-0.00040583194285612,0.00045510043163539946,0.025935696176088235,1464.4718582047335,112.61104297393132,0.2983294259555705,100.42733474286072,101.19169822820442,105.11529645820501,1476.3957497658103,1404.4435304429908,-1.2908757263118653,-0.5299479699067895,0.0054190197875973655,0.01552759831917969,0.0362407668792844,0.00012964578945526435,6.799972183647809e-05,7961.570814534572,7014.527444806186
2025-04-15 22:26:11.064081,100.45790801689485,0.00030946425696997147,0.0005059468789087217,0.021857076165162734,1638.3799089266731,95.6535219807996,0.08959942002343504,100.45790801689485,101.90025872520559,101.75233591409683,1390.2120030609524,1593.4880519385647,0.5049797846113145,-0.005192651294189089,0.0038750661784798576,0.012509711320764104,0.028677202332752533,0.00013317300128018477,8.184813617281576e-05,6885.780499892366,7483.6677749701685
2025-04-15 22:27:11.064081,100.37956741797414,-0.0007577910761785675,0.0004936348003496529,0.027583437285997808,1642.7326845599812,98.69394486360412,0.22173682728229785,100.37956741797414,106.09508369701462,104.69739735491788,1775.9952583351346,1793.3981375429562,-1.1752425581426045,0.43024329492707863,0.005781740228609716,0.01601551183161384,0.03506363662511792,9.594504919825412e-05,2.0043915229683474e-05,9334.202080650144,9015.460049284175
2025-04-15 22:28:11.064081,100.33298196093824,-0.00046742070975909673,0.00047225976580242423,0.027533795411099685,1521.0068264135145,129.19972638430048,0.08539497842772334,100.33298196093824,96.61115045811088,90.23086578569335,1502.5737795914295,1815.6143217244107,-1.0965310335274845,0.7792976851458142,0.004735597677233404,0.017258619966160682,0.02456021122347466,1.0445815615325721e-05,-1.5207074347489554e-05,7063.007071066638,8126.238906944072
2025-04-15 22:29:11.064081,100.36292439474406,0.00030701582107612907,0.0004579655777071184,0.025581978629026877,1609.2997567099628,122.10123169612595,0.2740746202054229,100.36292439474406,99.24647095625937,101.95908629410702,1405.5914749335702,1434.0944522962548,-0.6330185470160122,-1.8380503093947038,0.005877643116340331,0.014941234710173326,0.03682860351168918,5.0943077471121874e-05,-4.851135374638362e-06,7684.5459588144295,7139.776900898018
2025-04-15 22:30:11.064081,100.42005431239107,0.0005965739415353697,0.0004997909803182136,0.021177242410925386,1557.0487857883445,121.7722670557287,0.11049477067791781,100.42005431239107,108.61605733274048,103.71395068217349,1369.3611827020977,1274.5308282435885,-0.9375961997409145,0.6741781116579293,0.004898254096349038,0.015095299282662978,0.032199547926806404,0.00010667366050658043,-1.5241887636412335e-06,7955.711226188812,7003.316129520126
2025-04-15 22:31:11.064081,100.4487427293058,0.00029699005383393873,0.0005243959222905954,0.02344703050254104,1535.5209200071486,129.41874990169626,-0.020708562585495718,100.4487427293058,99.44749704898325,93.67647738994155,1646.574738935609,1416.5515514741571,-0.5025952842641805,-0.23009152849802514,0.005179296311521769,0.018254738115050267,0.02822796923323749,0.00014469043447583476,8.905112767247805e-06,8529.334765554553,7088.2887893658
2025-04-15 22:32:11.064081,100.46302411556931,0.00014095449379373067,0.0005146238373271611,0.020170803573972395,1629.3845410338608,111.32819091365974,0.46967438044723075,100.46302411556931,94.0877627747888,104.80355577017069,1646.3956775551555,1752.849787518991,-0.23077351843214355,0.7483528208738179,0.005878820476796015,0.01708599787776699,0.028899816217827588,4.413813749303705e-05,1.4732807994488197e-05,8410.48802484223,8931.236492404847
2025-04-15 22:33:11.064081,100.46799182647679,4.908561869130314e-05,0.0005014176662209816,0.020052460010235817,1628.0846208944495,117.51419628987036,0.1677658783803578,100.46799182647679,97.09621849711743,99.91738728379659,1834.1855480855147,1863.0732834270257,0.8474424878300695,0.7490322448948054,0.004615220872822161,0.013748175474838217,0.02937022307959841,2.657098566758843e-05,6.060701826334202e-06,8388.866783875814,8085.448379490898
2025-04-15 22:34:11.064081,100.41381335722033,-0.0006026001261234716,0.0005119711893304434,0.02149345036790436,1718.4684014094123,123.79973351758339,0.11654541233788582,100.41381335722033,95.69322019262889,115.84649002993666,1501.501896348839,1760.1286109981634,-0.3024820478961833,1.597620290175482,0.00529407187061176,0.01341300079284027,0.028970201187089876,6.535988330206352e-06,1.215605924905496e-05,7611.256219032382,8152.9054484889
2025-04-15 22:35:11.064081,100.39775496889777,-0.0001675175171247789,0.0004993196466905536,0.026431213842838284,1607.030005037487,107.48035969635025,-0.2637812996423759,100.39775496889777,102.17864698214771,89.47880141897478,1385.2652495669163,1576.490103290812,-1.421709800476982,1.2469226582731696,0.004925563748186532,0.01568871210011412,0.026257902217706713,-7.271399777117015e-05,2.8272907603014293e-05,7469.786530296087,8214.493842319245
2025-04-15 22:36:11.064081,100.39471097066355,-2.892192914087087e-05,0.00046425689392424075,0.026737449815188566,1555.9035184813288,120.90096899720399,-0.23454357009492144,100.39471097066355,95.88407264098421,107.28209191503026,1326.1306741496603,1426.7647465609757,1.0073867942456258,1.4816171999677392,0.004463476994470023,0.01600208521315013,0.02451076435525447,-3.3490554938614876e-05,3.003083327423131e-05,6327.577367839262,7440.266505563461
2025-04-15 22:37:11.064081,100.46785465303863,0.000732203487503998,0.0004644776503694139,0.02579737218409326,1643.87706581264,90.19386599152034,0.05526093746600657,100.46785465303863,101.81605229061122,98.50072070079251,1596.0115736991256,1847.81480054309,-0.8693382121997655,1.5348401259996627,0.0036588864182834123,0.011999189313623074,0.02462661329882898,9.670601693899673e-06,6.015737028444757e-05,8391.408350128237,9721.608504372583
2025-04-15 22:38:11.064081,100.50520952015547,0.00036557868059375955,0.0004949207867753831,0.02590504226743347,1555.0211557020903,111.22115692347928,0.030396696726315543,100.50520952015547,96.7935628381414,92.39074604413233,1387.1552144658203,1789.1778463207572,-0.05690309574537626,0.2941193978474413,0.004018401198137903,0.01462588066457418,0.03442188456396718,0.00012900242194718,7.019507386926533e-05,6418.256613341874,8780.46742754351
2025-04-15 22:39:11.064081,100.43671320195591,-0.0006769084278005557,0.0004959836678408481,0.023166346453368365,1650.390986689676,117.29845919698437,-0.12820450779600792,100.43671320195591,89.7630621469285,97.80175217973304,1595.7426368868214,1181.8925070732525,0.4363800191736784,0.03300180433485401,0.005011766734363243,0.01715530603011948,0.03186943913143012,9.855240595088509e-05,4.713063878230623e-05,8162.849742029819,6743.963870416301
2025-04-15 22:40:11.064081,100.47307550894004,0.00033978554134377374,0.0005212745669626692,0.022090202645289905,1620.7900513928103,89.57902197377646,0.026013305755878225,100.47307550894004,102.00202532244855,101.87842062234036,1885.3773368101108,1437.8192337353507,0.20448245225226763,0.8900944147252412,0.0046797708506706795,0.01546887998053982,0.024758359212136375,0.00011243394241919052,8.266694150088412e-05,9231.128737106019,6650.115953836152
2025-04-15 22:41:11.064081,100.47382492352311,7.3052359093273965e-06,0.0005189326055943688,0.021112926990359458,1704.2821790931318,87.48437842757751,0.33035531059439444,100.47382492352311,101.20822113537646,105.69768137518695,1806.3958688052455,1597.7978153280767,1.0659470806243387,0.782752364694957,0.004923134882923725,0.01693161725388623,0.036151766478603096,5.3545174724413245e-05,5.247369203938176e-05,8608.79210458008,8357.955384222238
2025-04-15 22:42:11.064081,100.459913217235,-0.00015100249136244603,0.0005151283253939737,0.028087375662766603,1693.812640930669,96.18398451458103,0.13974323710610456,100.459913217235,103.04579645531643,109.12501371985682,1521.9667034040365,1776.757274211372,0.49209248905428515,-0.30104905790249165,0.004203458367708395,0.01716187041369596,0.03253998352345182,1.0425791175704222e-05,4.227817156429045e-05,8452.747166727459,9119.635595698051
2025-04-15 22:43:11.064081,100.51072967332544,0.0005204840884960696,0.0004929929321730705,0.01930639450955314,1454.6789759335868,89.19078004643809,-0.23711308058454617,100.51072967332544,97.11923372158468,107.66689546940175,1489.7684653561312,1447.9198454683683,-0.8654121722595354,0.41964536251123125,0.0047925103233256595,0.01763892424629914,0.035843102906442326,4.6534995831143314e-05,5.0240194361480984e-05,7078.322674662648,7215.163246388239
2025-04-15 22:44:11.064081,100.58264507640956,0.0006263784916098485,0.00046548369574724653,0.02937006378438562,1657.5501000752488,85.72076758794849,-0.02159421814285567,100.58264507640956,96.64891691064052,95.74077856569254,1362.59061567163,2077.5147760537493,2.169398097613531,-0.036987142402851385,0.005751854826657004,0.014353432443508264,0.03209839309568042,0.00012663029797015647,9.39879430378532e-05,7025.281376588454,8983.912872145065
2025-04-15 22:45:11.064081,100.64959691426874,0.0007061350544587029,0.0005103017784266506,0.02751607720842564,1696.764901255854,107.32426786702943,-0.16618680705717598,100.64959691426874,102.6573286347488,106.35022165533535,1903.242397642864,1912.2037926276305,0.1790515616730013,-0.905823250494856,0.004382185393644537,0.015578730730546912,0.026168616583360088,0.00023704189887507247,0.00011751146598855703,9071.928889731314,9464.44619553249
2025-04-15 22:46:11.064081,100.62749338093371,-0.00023157337111837998,0.0005131292328315542,0.02494773411661529,1659.3726649732223,121.97581032249258,-0.0808115067350244,100.62749338093371,108.25766880220769,102.60811644592513,1684.0170880496682,1539.1111301801752,-0.1413012564301834,1.1446792700866704,0.005040763151576956,0.011770900236640274,0.03069461471456684,0.00025499893780767867,0.00010676609601904252,9169.19231540739,6907.714645073522
2025-04-15 22:47:11.064081,100.63206124645777,4.45783455951539e-05,0.0004402867134380579,0.02523479173546473,1589.4249211656058,106.08093324279349,-0.08126995679405394,100.63206124645777,100.67512061926215,97.35105534464893,1497.9675090743006,1487.1895092935713,0.9929653809145341,0.0535452676666967,0.005431293480036129,0.015950669955584418,0.030419356744302854,0.00021920781699536737,0.0001004894149546742,8077.106515094091,7086.648943014369
2025-04-15 22:48:11.064081,100.66885551966591,0.00037874443070797176,0.0004791415453354334,0.023036355820833885,1674.402268189652,90.71967724276735,-0.09561391077339747,100.66885551966591,102.79379362343202,99.61402257837152,1532.4615082605837,1325.4367192430252,0.24094439658693312,1.9443090943055867,0.005746690035849811,0.014258729708650403,0.02485758033009553,0.00020747874484530293,0.00010967367740733954,7064.791576000689,6487.720611707142
2025-04-15 22:49:11.064081,100.73809279649744,0.0006582190036438696,0.00048272364056515263,0.02751328959113914,1506.725276430415,81.38279314799267,-0.24288725002786782,100.73809279649744,99.10464215520192,97.17605795425332,1805.9474126336638,1508.9164805295038,0.4232890684183232,-1.6376500002952126,0.004616601812695282,0.014084868142530852,0.023065978283997847,0.00020222505851508766,0.00014518927204022622,8568.524266642942,8430.569074892383
2025-04-15 22:50:11.064081,100.73410486563787,-3.865631547445049e-05,0.0005029587550280859,0.030506027343337634,1704.223370998479,123.13596253171536,-0.027639330743413366,100.73410486563787,92.94637022532665,100.9349575392227,2006.892536960301,1527.172210535169,2.784567190298277,-0.5006546312615513,0.005585864577803793,0.01744878822906316,0.027260474763099663,0.0002957585196621236,0.00013844753178416535,9147.58706344231,7319.916890668149
2025-04-15 22:51:11.064081,100.74490059119876,0.00011520051067965867,0.00047991598918085764,0.0230251750268551,1458.4785721353421,93.6022699622774,-0.1114472736926174,100.74490059119876,105.60590949436632,97.08062013947414,1392.3123941260983,1417.596388616764,-0.2841507113277008,0.029300499117437328,0.0050426554695854435,0.01754046046935012,0.027738878208238154,0.0002788049639861897,0.00015048682208257646,6123.338474414129,7213.3677055456565
2025-04-15 22:52:11.064081,100.7093207678286,-0.00034836917623681346,0.0004990466357793841,0.0203234003691307,1559.7897096256936,122.67557772863911,-0.5588795084850484,100.7093207678286,105.27223131321024,95.54321622194219,1581.6065646528807,1497.4098942723326,-0.34147907383828946,1.2607923488198756,0.005648815522850193,0.013047587536386844,0.028151338860339895,0.00024402442501972476,9.697717042299304e-05,7706.850831496198,7880.326071145498
2025-04-15 22:53:11.064081,100.66922805367759,-0.00036088599367778727,0.0004947366264911752,0.024298948784949436,1618.1340415718228,114.36580245181617,0.3958986991443506,100.66922805367759,104.23397704931541,103.09361597548158,1399.7720829894665,1659.7594983355991,0.1207795774628342,0.4118067722218142,0.004006520517582407,0.014636605340733447,0.029969572073942036,0.00019992567323021785,7.549920202844682e-05,6707.909732939759,8156.710297850883
2025-04-15 22:54:11.064081,100.73026007294537,0.0006043439913905204,0.0004960212632115569,0.029188191731214938,1423.3521546913637,119.4870547064041,0.21913417067903782,100.73026007294537,99.79995561422182,103.91137352646044,1166.460636588381,1316.1141053055628,1.0428924220275884,0.3123512578316146,0.004852112573474569,0.014446921276817673,0.024561079995673703,0.00022963164214086606,0.00010556189902165825,6086.432927852961,6398.729032815054
2025-04-15 22:55:11.064081,100.81871333035959,0.0008746695122499803,0.0004820901426574814,0.021834737317615004,1506.9488133950708,87.52792589620664,-0.07809493564548661,100.81871333035959,103.81756636156508,99.88350324413732,1684.8807913596106,1513.7057920619916,-1.5216107949019815,-1.147761542966706,0.004257124455336627,0.014025127647158733,0.03449334850599956,0.0002282932845283629,0.0001295710584469286,9638.352525626118,7243.245208318385
2025-04-15 22:56:11.064081,100.83524708912341,0.00017382125824410183,0.00048402537364833305,0.024977095856119364,1554.987361533357,119.60851208517767,0.0035124200296825416,100.83524708912341,105.32820310733952,107.74409741488296,1646.6726146851427,1488.732237440134,-2.1634206338282493,-1.1654067908691828,0.00583421076822371,0.017357589058503445,0.033681582807977783,0.00018287510078898617,0.0001456021169253631,8700.356153272358,7357.964959180321
